Gene,baseMean,log2FoldChange,pvalue,padj
FBXL2|25827,351.0458684,-2.319980734,4.2807935860589E-05,0.000171810710531607
DBNDD2|55861,4556.488223,-2.320325216,3.37301741183192E-08,2.69408417626609E-07
KIAA1409|57578,320.2377737,-2.321733424,1.05193252087703E-05,4.8357307900851E-05
CAMTA2|23125,1941.19065,-2.32193184,6.81327360284922E-28,1.36897119297248E-25
F7|2155,8.745359748,-2.32242945,0.00162983101520187,0.00449047428256375
ADCYAP1|116,105.1420715,-2.323896035,0.000388966956435263,0.00124053962015208
C6orf168|84553,520.7879882,-2.324203097,5.84850970896986E-11,8.11012967478934E-10
HFE2|148738,1.079283443,-2.328345038,0.000647158145437742,0.00196181572644171
PTK2B|2185,2227.593382,-2.328656886,1.04035016226825E-10,1.38586424585581E-09
KEL|3792,12.19009935,-2.32882107,5.20892503003186E-05,0.000204425137139948
WDR17|116966,408.587714,-2.329339074,3.26222658023483E-12,5.71526689429153E-11
LRRC8B|23507,1280.842344,-2.331079782,4.50064907723287E-14,1.09198767359428E-12
TMEM63A|9725,1231.014761,-2.331420763,9.9124744392341E-10,1.07962574510664E-08
CNTNAP1|8506,2851.161413,-2.331823373,2.89673901751048E-13,6.06344784334121E-12
ARL5C|390790,0.997182662451848,-2.333458009,3.52495508459562E-05,0.000144052666582129
ZFP92|139735,6.97263646,-2.334321185,1.39126775068345E-06,7.74716040500376E-06
PGR|5241,13.10915639,-2.3348087,9.58660732352743E-05,0.000354245342267281
KLHL2|11275,1169.843266,-2.337180869,7.42907113818982E-19,3.99162543689536E-17
AKAP6|9472,1862.041631,-2.338135576,2.55886078662227E-11,3.78511240131572E-10
NETO1|81832,222.9629167,-2.338300091,0.00282155803109884,0.00728483909274067
C2CD4D|100191040,8.962750977,-2.34045422,1.44148204811573E-05,6.4407568279139E-05
BIN1|274,4304.023358,-2.340792689,1.17787137246176E-12,2.22963306216044E-11
PPP3CA|5530,2891.472227,-2.340823278,1.14258434293701E-31,3.67321823181865E-29
C10orf90|118611,183.0749902,-2.344311608,1.7913050878048E-06,9.77992749466933E-06
CABYR|26256,92.67505973,-2.344340579,9.48319444665603E-07,5.48325352762434E-06
POU3F1|5453,79.31349014,-2.344840717,9.36240585589457E-05,0.000346558139616869
AQP12B|653437,1.664052376,-2.345078442,0.0194329421547982,0.039906188805403
MRAP2|112609,260.2243307,-2.345514722,8.13804708635126E-05,0.00030486461497112
TMEM59L|25789,4216.942999,-2.346852557,1.33764993534009E-12,2.50018697701309E-11
CCDC68|80323,32.29390414,-2.348089208,3.47180221115588E-06,1.78818672499294E-05
LOC150622|150622,601.7452537,-2.349117695,9.82111819656967E-05,0.00036200945708701
TBC1D9|23158,905.7056526,-2.35068697,1.02851050205315E-13,2.34780344072227E-12
PRCD|768206,56.07356966,-2.350712946,2.60705289366762E-05,0.000109784803790445
HAS1|3036,27.92702748,-2.351641883,0.00418023836383664,0.010328246163705
JPH1|56704,159.0080876,-2.352535369,0.000103175385261508,0.000378571429771588
NDRG4|65009,8734.528319,-2.35394632,3.35995723920487E-10,4.04053710642287E-09
CLPS|1208,0.217294477095968,-2.354137332,0.138159280495614,0.215332446790554
ROGDI|79641,1397.880772,-2.355494475,8.04253145140724E-17,3.23867200764498E-15
PDE4C|5143,100.893247,-2.356800163,0.000216041916269148,0.000733151393897889
SHISA9|729993,523.9250729,-2.358924533,7.57476251757485E-05,0.000285147529667255
ODZ3|55714,628.4850316,-2.359623086,0.00190148189889432,0.00514679530245708
QDPR|5860,4261.522043,-2.361016384,1.96902864979222E-12,3.5932444300702E-11
TTC7B|145567,1175.572818,-2.362396495,7.03432719846512E-24,8.27348398360937E-22
HERC1|8925,1761.079022,-2.366329031,2.04370867772379E-23,2.27867610893723E-21
FAM73A|374986,597.7548659,-2.369469544,1.63165873190044E-26,2.71319528272651E-24
C9orf45|81571,318.008611,-2.370503273,5.3918676818605E-08,4.12059174783705E-07
CACNB3|784,850.3877953,-2.370695889,1.65740143755949E-14,4.33192633185434E-13
LRP11|84918,856.8961988,-2.37417772,8.0730480444645E-22,6.92093438798559E-20
SLC6A1|6529,3264.981117,-2.378636977,5.58978170029952E-08,4.25498418378364E-07
TTBK2|146057,187.8009942,-2.382021803,1.56201708067289E-13,3.43554703182433E-12
BTBD9|114781,897.0026974,-2.382670569,3.84604008865339E-22,3.43454941064978E-20
FBXO27|126433,206.4522976,-2.382827762,1.58979833809107E-07,1.08897798804825E-06
DGKB|1607,659.120737,-2.382838148,7.49444601478386E-06,3.56411166615301E-05
ADRBK2|157,683.6700455,-2.383636244,1.05979782615469E-15,3.45895774428051E-14
B4GALT6|9331,396.5189614,-2.383874338,1.49636052950217E-06,8.29405122228949E-06
OR2T33|391195,0.165620495145139,-2.384881902,0.193141956213368,0.284999632298015
NRXN1|9378,2157.951831,-2.385313038,3.66643234366771E-06,1.87690587783987E-05
GNAI1|2770,1178.043968,-2.38537283,2.50757680811023E-07,1.64128432479261E-06
SLIT2|9353,166.0045775,-2.386720839,0.00098712511699389,0.00285981621833811
DHDH|27294,15.19047205,-2.389570221,6.06318140731328E-05,0.000234587622119303
TPRG1L|127262,1788.064098,-2.390389671,7.40627045741575E-18,3.47590148061052E-16
KCTD8|386617,106.893476,-2.392396834,1.97529739564708E-05,8.54869003020788E-05
PLEKHG5|57449,562.3503972,-2.393090043,3.060297290671E-11,4.48556796654657E-10
GFRA2|2675,273.1979837,-2.393344703,7.5261133047671E-05,0.000283482131489265
SMCR5|140771,3.525538999,-2.39429197,2.34278549399268E-05,9.95628479054948E-05
ATP2C2|9914,39.35924252,-2.394398149,8.74375650618227E-05,0.000325595210902992
KCNH4|23415,28.36329776,-2.396772806,0.000113730024676628,0.000412744768765283
C10orf53|282966,0.354529848493231,-2.396913088,0.0164736035728838,0.0345841684063295
RGS14|10636,286.7158885,-2.396997888,1.98456798652156E-09,2.03078683777264E-08
IQSEC1|9922,3336.346084,-2.39736512,3.21046380380333E-19,1.83758564722737E-17
PIP5K1B|8395,168.5156929,-2.399272261,1.26997526447825E-06,7.12523353011084E-06
TRIM54|57159,11.79554448,-2.399318906,0.000728730404400339,0.00218243279079511
PCDH11X|27328,153.8330284,-2.400896132,0.00420163323936554,0.0103744628205481
ACBD7|414149,624.7989764,-2.401194251,4.42317828921342E-06,2.22184078178744E-05
PLIN4|729359,87.96842248,-2.404842607,2.846008435121E-05,0.00011864416837054
TMEM56|148534,381.1479789,-2.406389583,1.58772226386864E-07,1.08832888229432E-06
CTSE|1510,0.384246088937276,-2.412203624,0.0358602192812963,0.0679677478350128
CYP2E1|1571,50.56134793,-2.413392786,1.33352069300036E-05,6.00006546472683E-05
UNC5C|8633,76.87753451,-2.41399346,0.000330951726679692,0.00107343666654188
PDXP|57026,1893.421753,-2.414155647,3.24187133515589E-11,4.70876929095045E-10
RUNX1T1|862,64.78886287,-2.41417171,8.43838899843174E-06,3.96898525702877E-05
PLK5P|126520,13.26626134,-2.414429085,8.37393751591383E-05,0.000312850824606744
MOAP1|64112,2547.698584,-2.415269732,5.42766830295195E-22,4.73729836631856E-20
EEF1A1P9|441032,680.7154235,-2.415691997,2.04280548314014E-16,7.59223024360118E-15
COL6A6|131873,3.429668824,-2.416001475,0.000204290983085188,0.000697569264069781
PNMAL1|55228,2937.190046,-2.417706009,1.92914158345585E-23,2.16344255833022E-21
PLCXD2|257068,169.7799592,-2.417831211,2.16470245957987E-05,9.29396199380689E-05
LPCAT4|254531,688.4147945,-2.419297128,2.32314145796289E-23,2.55704373543731E-21
FAM126B|285172,567.2534298,-2.42108582,1.25763962483122E-35,6.38384492720248E-33
PHACTR3|116154,917.4423606,-2.421107952,6.10948325905176E-05,0.000236116655146963
CNDP1|84735,1197.628801,-2.422833711,0.00166848489217357,0.00458453063890825
P2RX5|5026,141.2317817,-2.427074332,2.58074614413591E-13,5.48842473806368E-12
SNURF|8926,475.0210762,-2.427394095,3.80752639879111E-15,1.11616074021705E-13
GALNT14|79623,109.391387,-2.428194719,2.12040092438339E-05,9.12344711809755E-05
BSPRY|54836,22.95635998,-2.428458226,3.63389803255494E-05,0.000148128189243348
ABRA|137735,1.4635749,-2.4286971,0.000726331765901506,0.00217685106160257
PLEKHM3|389072,677.695531,-2.430854619,1.91413956821027E-20,1.34751234055504E-18
ATP9A|10079,5683.174249,-2.430963606,1.66788397993407E-16,6.29585402914839E-15
OCA2|4948,8.057846554,-2.433494766,8.38885508517064E-08,6.12694531381509E-07
DMRTC1B|728656,112.4643383,-2.433763736,5.15573008645038E-09,4.87972903030135E-08
LOC338758|338758,150.5774753,-2.434120072,2.28452191415438E-13,4.91261351194247E-12
KLK6|5653,788.7002618,-2.438117853,0.00130047925871635,0.00367437299273175
RASL10A|10633,209.0951167,-2.438505178,4.20890460874782E-06,2.12527646591981E-05
DUSP26|78986,573.1157859,-2.440022979,1.06752960315394E-05,4.89809193987543E-05
TF|7018,6830.455748,-2.442105222,9.88909458501493E-05,0.000364236672618585
GRIA2|2891,2501.844038,-2.442579922,4.66569563445924E-06,2.33514797854396E-05
SLC45A3|85414,262.8591071,-2.44322999,6.08856444575934E-06,2.96571514126899E-05
TLL2|7093,59.78392327,-2.44416576,8.44202879149572E-05,0.0003151505580785
C19orf33|64073,1.316941662,-2.444400128,0.0145413788099422,0.0310653068850343
PLCB1|23236,983.6438559,-2.446377334,6.90585330374914E-08,5.14511411263103E-07
PELI3|246330,484.6998576,-2.446936008,3.63293660080584E-18,1.75628356122666E-16
PCSK6|5046,716.2676588,-2.447872326,0.000243126448106986,0.00081375430462184
SCRT1|83482,233.2622593,-2.449866048,0.000925220394110032,0.00269667213387555
CYMP|643160,0.209050888282446,-2.450058466,0.117536395349256,0.18748001483147
C2CD2L|9854,796.1941851,-2.450211852,2.41857846707472E-31,7.52450968571037E-29
SOSTDC1|25928,50.12308392,-2.453526644,0.00119352198334135,0.00339605333185888
FAM124A|220108,153.9941991,-2.453759276,7.01909842621754E-11,9.61586573461009E-10
NXPH2|11249,66.99420897,-2.45381478,0.000548400495989196,0.00168709683686373
CALM3|808,18352.31097,-2.454969203,5.81952561696808E-27,1.06907456786378E-24
SYT2|127833,73.40648994,-2.455189374,0.000124767676971637,0.000448582240653478
SFTPC|6440,26.26664418,-2.457124619,0.000250705950368329,0.000836221178740221
RGS8|85397,9.27864947,-2.458159371,0.000848411569758872,0.00250000164513885
ProSAPiP1|9762,2179.427957,-2.458824904,9.89663293129411E-14,2.26448579610596E-12
SSBP3|23648,798.7857602,-2.464115411,8.15268758680833E-20,5.10575295006318E-18
DGCR10|26222,12.74969562,-2.464652513,3.87168465028375E-05,0.000156662314284295
CAP2|10486,1560.337219,-2.465845763,3.75520662410756E-17,1.57465609940023E-15
NIPAL4|348938,135.0852938,-2.466603206,6.74990953703163E-06,3.24362244792733E-05
MYO15A|51168,33.22750929,-2.466979506,2.4951348626013E-05,0.00010552215822126
GAS7|8522,6918.915558,-2.468828796,2.63022059603528E-09,2.6287215065764E-08
DKFZp686O24166|374383,81.38151597,-2.469708628,8.2864790624465E-08,6.07286833721621E-07
TMEM179|388021,42.03739194,-2.470524723,0.000117378940126996,0.000424708755601129
RAG2|5897,0.291868176512447,-2.471054457,0.0266311995329944,0.0525190888244482
C8orf86|389649,1.201023744,-2.47133326,5.3260649482398E-06,2.63219233375858E-05
MAPRE3|22924,2271.105602,-2.472120864,1.09002101386609E-20,7.84530423002348E-19
LPPR4|9890,1776.446187,-2.475130165,6.84961252319887E-09,6.32769041953942E-08
TTLL7|79739,559.4492164,-2.477137421,7.49293923214087E-12,1.23110140416325E-10
KRT1|3848,1.538487772,-2.477345822,0.00270906239934565,0.00704626545590321
LOC255167|255167,42.18000293,-2.47857032,0.000176461590492606,0.000612078334654177
KIF17|57576,188.9357078,-2.480061089,3.008261818269E-10,3.66328044271406E-09
FABP3|2170,597.4603579,-2.481237164,6.35194878917595E-08,4.76927754746652E-07
BCL11B|64919,104.3547761,-2.481563774,1.093639903879E-05,5.00955120064639E-05
MADD|8567,2381.677819,-2.481920064,7.52794115385597E-27,1.33216932951126E-24
ZMAT4|79698,89.93892846,-2.483610631,0.00035805442924642,0.00115108531428903
FUT1|2523,47.9383815,-2.484801501,1.61786836177019E-13,3.55029156202334E-12
ADRB1|153,128.6570231,-2.48612171,2.81861030495167E-08,2.29789409011889E-07
DKFZP434H168|26077,3.164464883,-2.486464608,2.80804942585476E-05,0.00011728987738266
SORCS1|114815,314.4004637,-2.487786616,0.000184151583533473,0.000636234980257417
LOC650623|650623,80.445845,-2.488212392,1.78685750508831E-09,1.84808012952538E-08
KLC2|64837,1530.143078,-2.491615131,8.54152215079009E-26,1.26736477512762E-23
FAM65B|9750,457.5958969,-2.49549145,6.86836094191258E-08,5.12113700071711E-07
DPP10|57628,401.1975347,-2.496141697,0.00069216680468369,0.00208092354980419
LARGE|9215,1174.294661,-2.497340243,9.75807483073096E-15,2.66228437637864E-13
SYT15|83849,53.40777619,-2.500038082,1.16942562523623E-07,8.26105657245379E-07
SH3BGRL2|83699,715.4964279,-2.501353312,4.42001224007918E-13,8.99341941971386E-12
SLC2A4|6517,40.69551855,-2.50282399,7.93709361893737E-08,5.83232757393078E-07
LOC92973|92973,230.5386972,-2.504134746,5.14211040532191E-11,7.23458552941315E-10
C7orf54|27099,7.999538453,-2.504195289,4.20266123025994E-07,2.60924409023877E-06
C3orf49|132200,1.689153409,-2.504633498,4.52221565694754E-12,7.71255683526623E-11
FOXD4L6|653404,17.36922256,-2.50802401,2.55454822877297E-05,0.000107845657222153
TMC5|79838,7.264186666,-2.509616828,0.000109297607493952,0.000398232253674128
GABRA3|2556,254.0350286,-2.511501335,0.000807544414455253,0.00239273797395198
UPP2|151531,16.46736928,-2.511584398,1.05791454125794E-05,4.86091319350273E-05
GALNT6|11226,210.1473633,-2.51324902,3.49676807513605E-08,2.78600410579509E-07
KLC1|3831,5401.435285,-2.513398528,9.16489830156309E-22,7.75358435696713E-20
KCNK3|3777,209.4302396,-2.513509154,7.51351696599804E-06,3.56966080682601E-05
RSPO2|340419,180.0269605,-2.513848489,0.000628286219603616,0.00191031098517247
CNP|1267,17146.13149,-2.513990955,1.6831940744017E-12,3.09800863560442E-11
LOC440896|440896,36.49065568,-2.514648131,0.000774594087552605,0.00230288923471057
ZNF204P|7754,299.3266429,-2.515360384,1.04783338348438E-09,1.13230577781682E-08
NIPA1|123606,1277.436528,-2.515630917,1.05409960138384E-20,7.61517873074642E-19
RFPL1|5988,5.114138902,-2.517280397,0.00174739659585008,0.00477686124395581
BRSK2|9024,842.2359106,-2.518549409,2.20532931861222E-06,1.18491914280532E-05
FAM123A|219287,565.637706,-2.520748204,4.80459012899752E-08,3.71297031242922E-07
IGSF22|283284,26.31495886,-2.520907138,1.2483139767808E-12,2.34914422420731E-11
FUT9|10690,781.3050823,-2.522930947,3.07793916648296E-05,0.000127595892074554
LOC100132111|100132111,9.552032061,-2.523540722,0.000157846206693101,0.000554185562596144
LOC100133669|100133669,22.84900008,-2.524804743,5.99635118635688E-06,2.92597060545504E-05
CACNA1A|773,577.4395013,-2.526106104,5.12716960574455E-06,2.54367218429029E-05
PLA2G4D|283748,1.833302625,-2.526472501,0.000741684213537413,0.0022170070966873
TMEM144|55314,1801.973645,-2.528763539,7.50320243644013E-06,3.56678416510412E-05
NAP1L5|266812,1216.187701,-2.529184535,3.12076326005255E-23,3.32576809520186E-21
SPINT2|10653,765.2558242,-2.529580384,7.62351390450683E-11,1.03702369325834E-09
TMEM171|134285,13.65522147,-2.530707147,0.000131388517941499,0.000470108165938336
KL|9365,41.02086611,-2.532045773,1.68967565600943E-09,1.75793709432394E-08
C20orf103|24141,883.1111328,-2.53242563,3.16534886270255E-06,1.64528197824494E-05
SPRYD3|84926,2790.567076,-2.532746673,1.71915480734599E-22,1.64162262766816E-20
MBP|4155,49084.80872,-2.532852763,0.000412642082570162,0.00130804488589907
LPPR3|79948,177.915416,-2.535100034,0.00311158544272677,0.00795063870774362
AGBL1|123624,0.477636904964275,-2.53521837,0.00274951117822227,0.00713032012862724
FAM174B|400451,205.115084,-2.536144738,5.6656327851131E-16,1.92063955697797E-14
NPY5R|4889,18.59515368,-2.536356107,0.00310720796291061,0.00794366261054775
INSM2|84684,20.39477851,-2.536421435,0.00120365315104163,0.00341983585659775
TMEM63C|57156,374.678579,-2.536618257,2.18379950302391E-07,1.44654219140893E-06
FLJ35390|255031,172.4544941,-2.538557057,2.71598807917195E-10,3.33898623703937E-09
LCNL1|401562,51.714109,-2.538707244,0.000299450176345667,0.000981160939618069
ART1|417,0.383986940326198,-2.539093006,0.00468739039575398,0.011440601460673
TSPYL5|85453,458.5457106,-2.541602673,1.36963764861136E-06,7.64014435139181E-06
FKBP1AP1|2282,4.568043163,-2.541672108,1.67817185658954E-10,2.14372562528183E-09
ASPA|443,156.1944612,-2.541901178,1.34135691278316E-05,6.03250955716352E-05
EGR3|1960,877.2695103,-2.542335721,2.87382444568457E-06,1.50879694427898E-05
LYZL4|131375,0.861439694318004,-2.543074787,0.0191771576680167,0.0394484583831048
CLMN|79789,576.4101289,-2.544214897,2.24348840950349E-13,4.83515619339807E-12
GUCY1B3|2983,1139.93932,-2.544637898,1.94095194168488E-11,2.95260425892426E-10
SRRM4|84530,491.411963,-2.544726831,0.00430787772470863,0.0106177681359449
PAR5|8123,38.09914159,-2.548950888,1.85883780904397E-06,1.01010054020843E-05
FMN1|342184,10.59886447,-2.551843731,1.2191405179256E-05,5.53187519413476E-05
CDKN2D|1032,594.6727187,-2.558299674,1.67040562138336E-17,7.2568590159603E-16
PRKCQ|5588,122.0089352,-2.559594784,6.77695026632901E-08,5.06080502079831E-07
SLC22A2|6582,3.522232688,-2.560013521,0.0147300151868865,0.0314055824849816
DGKH|160851,15.59296417,-2.56027406,3.90288953707431E-08,3.08409816798961E-07
EMX2OS|196047,444.18001,-2.561260046,4.38370949082355E-06,2.20546093814542E-05
GRASP|160622,387.2345535,-2.56134054,1.08541847013627E-13,2.46926912648569E-12
CERCAM|51148,2905.139533,-2.561438399,2.85229250623696E-12,5.04751102319309E-11
PDE11A|50940,26.2317138,-2.561443665,6.04442026922504E-06,2.94562871483837E-05
RHOF|54509,86.60894359,-2.562072435,2.97717114454018E-10,3.6300034264877E-09
DCLK3|85443,41.92327602,-2.562362411,3.81162957751892E-05,0.000154524007820014
ASB2|51676,42.36140237,-2.565050318,5.55573080630048E-06,2.73309083200025E-05
PIN1L|5301,0.99364346768454,-2.565220077,2.6395238441288E-07,1.71831844176174E-06
TMOD2|29767,4033.177415,-2.565436315,1.07692141392686E-16,4.20500752089781E-15
ARRB1|408,490.5891168,-2.565577198,2.02854443991939E-14,5.21019889502065E-13
MIAT|440823,1683.956632,-2.56787718,2.32530096039007E-05,9.88816803901325E-05
PDP1|54704,1173.039022,-2.570804117,2.65743127313365E-17,1.13909315172167E-15
PLEKHA1|59338,777.2966624,-2.577977557,3.01798829784922E-27,5.65184235701103E-25
RAB26|25837,225.3884137,-2.581429727,7.71289679007344E-09,7.0110304516365E-08
CHST1|8534,1049.802986,-2.586512854,6.42960640301031E-09,5.96827131413214E-08
NIPAL3|57185,1880.688438,-2.588363305,4.97442238117746E-12,8.38738053413742E-11
SLC22A15|55356,222.048295,-2.588524201,1.43196571597035E-08,1.22870047577189E-07
MYOM2|9172,380.1472057,-2.5901476,7.29088604594637E-15,2.03817247739507E-13
HRNR|388697,4.789109225,-2.592106841,0.000307411700217393,0.00100485753016324
RAB6B|51560,5225.981856,-2.594313058,1.53392504133487E-13,3.38155500643973E-12
ODF3|113746,0.386873885799898,-2.594764767,0.00212755085852064,0.00568712978242857
PVRL1|5818,1727.650283,-2.595137291,9.33842937962672E-10,1.02113925342188E-08
SH2D1B|117157,7.680341765,-2.596747405,4.11065446855826E-06,2.08056714888534E-05
PPP1R3F|89801,553.8815291,-2.597119095,1.90712586057229E-19,1.13189386844858E-17
SP7|121340,4.694731634,-2.597404798,1.37325904479275E-08,1.18412131046076E-07
MFSD6|54842,1416.99836,-2.598393645,1.66456249688252E-17,7.24779819466521E-16
EPHA5|2044,340.3358042,-2.598609303,2.33820078270882E-06,1.24969672756083E-05
MADCAM1|8174,13.85557845,-2.598665083,2.4647171783281E-06,1.31295028038583E-05
LMO7|4008,509.9196354,-2.598796375,3.74642115923986E-15,1.09991960031321E-13
LRRTM1|347730,232.5951538,-2.599549359,7.94202186397542E-06,3.75658802683232E-05
PGM2L1|283209,2142.822178,-2.599950143,3.30090692539408E-12,5.77778527077372E-11
ADARB1|104,574.6580151,-2.601567042,1.56965285297958E-15,4.93915723998745E-14
DMBT1|1755,11.45431572,-2.602375133,8.39846264337399E-06,3.95502797675881E-05
CYS1|192668,74.76271007,-2.605437872,3.74909675728593E-07,2.35558069548171E-06
PAIP2B|400961,469.6899566,-2.606250095,1.17239321287254E-06,6.63817921034927E-06
PCDH7|5099,802.8246393,-2.606509801,1.45489701979209E-05,6.49768664384572E-05
PAK7|57144,173.9626898,-2.607383873,0.00152722026616257,0.00423559334493312
PLP1|5354,43680.23423,-2.607537103,5.22273417327893E-05,0.000204842048532691
C22orf24|25775,5.42342057,-2.610324255,1.03857527223066E-08,9.17265495698588E-08
HDAC11|79885,1209.622579,-2.612833818,2.43056064833971E-18,1.2177424505409E-16
CDS1|1040,286.33302,-2.613534312,1.47633414233231E-06,8.19246526796546E-06
FAM13C|220965,343.1905723,-2.61357069,6.15019184835214E-15,1.74714360180949E-13
CBLN1|869,50.25925912,-2.617962416,0.00234610436685944,0.00620427846618478
CPEB1|64506,199.9348063,-2.618947396,8.303796960637E-13,1.6178983795326E-11
CSMD3|114788,121.176209,-2.619307291,0.000754004309595776,0.00224756438383448
GARNL3|84253,345.3153101,-2.621679894,3.52188442366792E-17,1.48326700105088E-15
CCDC144B|284047,37.51248302,-2.622129594,2.21912849092344E-05,9.49107970319784E-05
YWHAH|7533,9261.598991,-2.622147111,2.87085384896752E-25,3.98387769012478E-23
PGPEP1L|145814,0.935956937582056,-2.623160128,0.00245646952927809,0.0064615901745868
SCAMP5|192683,4547.695276,-2.624215027,4.30035166792864E-18,2.06856566889465E-16
IDS|3423,15526.40479,-2.624833482,2.3993164803854E-15,7.32285056806233E-14
KIAA1598|57698,1858.621285,-2.624851377,1.08994679048302E-09,1.17583801127667E-08
DLG3|1741,880.8653244,-2.62515926,5.07483133564059E-21,3.81916649936267E-19
KIAA1804|84451,40.72041293,-2.626011905,2.3542238917553E-08,1.95185712427441E-07
DOCK9|23348,1244.348206,-2.626160576,5.66433817671643E-14,1.35389614734428E-12
BRSK1|84446,1822.980577,-2.626614316,9.38974101246174E-15,2.56905977857269E-13
C7orf51|222950,648.7650427,-2.62849587,1.42679900173863E-11,2.21947789875293E-10
NPAS1|4861,99.98419605,-2.629098976,3.8955339096835E-07,2.43884951586774E-06
CHRM3|1131,113.2659694,-2.631239729,3.39713975623655E-05,0.000139509109555135
RASD2|23551,383.4599657,-2.632363979,3.10207625840913E-09,3.05285453818641E-08
LPA|4018,2.907132321,-2.633370974,0.02887680896661,0.0563086098015508
RAD51AP2|729475,3.514186044,-2.635857907,0.00276312666467022,0.00716466598129102
STMN4|81551,1912.139918,-2.636629879,4.28513731813312E-06,2.16094153541097E-05
KCNIP2|30819,452.6983481,-2.637532918,5.68798969909115E-06,2.79387912670663E-05
NEK10|152110,25.69448488,-2.638478414,1.09334388915512E-06,6.23212478661734E-06
KLHL38|340359,4.616200468,-2.638552367,1.49470427746842E-07,1.02822221141542E-06
KIF3A|11127,1403.646324,-2.639725635,3.08466001511972E-29,7.53164645970181E-27
RAPGEF3|10411,597.2468455,-2.64108649,3.2747126389729E-14,8.09819642219849E-13
SNX32|254122,159.9510381,-2.643345561,1.88103877021064E-11,2.86598395249551E-10
TMEM125|128218,252.0707377,-2.643435504,0.000883343362780228,0.00259066597607843
ANTXRL|195977,0.45398263146972,-2.643680511,0.0187928753600319,0.0387654553330826
HS3ST5|222537,52.23638222,-2.644862789,2.3776880071059E-05,0.000100953607680092
AAK1|22848,1624.620013,-2.646397396,2.35321690148741E-25,3.33758829505814E-23
PLCH1|23007,217.7615662,-2.651636434,1.42843190056948E-07,9.87748315705449E-07
C9orf172|389813,139.3179003,-2.652097025,2.77799473742509E-13,5.87551979059129E-12
PDZD4|57595,3566.269293,-2.653868649,9.4702114257417E-13,1.8212453458737E-11
UPF0639|400224,3.117153484,-2.656139235,5.708145505177E-06,2.80306564789611E-05
SYT3|84258,243.4769945,-2.656519196,4.75150609718526E-08,3.67341888210848E-07
CAMK2N1|55450,6242.385862,-2.657062623,7.32300282926881E-13,1.43404468602808E-11
CYP2A6|1548,1.008162568,-2.657668656,0.00051191715272922,0.00158802990656062
TLN2|83660,2212.674334,-2.658385884,5.90560729938067E-19,3.21788867790265E-17
KCNA2|3737,110.4220338,-2.65982079,4.87758955983699E-10,5.66770030239131E-09
ARHGEF33|100271715,26.12232363,-2.660671448,9.74163790220511E-16,3.20193210155117E-14
SPDEF|25803,7.750973836,-2.661063291,3.61975907676279E-06,1.85843845705823E-05
SPOCK1|6695,3121.299098,-2.661708531,3.49176211444255E-06,1.79750732387196E-05
PTF1A|256297,0.505462205379267,-2.661899881,0.0019395885033195,0.00523621030658221
ACTL6B|51412,357.6868113,-2.662630069,0.00105082073872707,0.00302210842840413
MSMB|4477,0.198736933533533,-2.664488019,NA,NA
KIAA1543|57662,234.6291159,-2.665343124,0.000235602529853689,0.000791455450774608
CSMD1|64478,331.4515338,-2.666115651,1.21644898358862E-06,6.85282840082968E-06
PGBD5|79605,987.3733646,-2.667879849,4.25846973871356E-13,8.71067049735375E-12
LMTK3|114783,968.4415606,-2.67006722,6.16040593247507E-14,1.46159987738637E-12
BCL2L2|599,1688.97117,-2.670087062,5.50470685381886E-20,3.5511802843917E-18
ZNF483|158399,70.14828467,-2.674211201,2.01333374199948E-12,3.67062330334858E-11
AFF2|2334,143.2634005,-2.674461861,0.000773165057933279,0.00229970405589438
PPFIA4|8497,825.5596258,-2.674648248,1.55798809719554E-08,1.33268436393812E-07
GCNT4|51301,26.04305895,-2.676799261,2.52974473338743E-09,2.53839722251386E-08
TPTE2P1|646405,54.46556911,-2.67714711,3.62553933802111E-06,1.8609108113648E-05
CAMKK2|10645,2029.532828,-2.67724025,1.22378073155574E-38,9.07904097345333E-36
C17orf28|283987,825.7048716,-2.677606734,3.15164321072762E-14,7.81388764675131E-13
GNAO1|2775,4753.765887,-2.679354478,2.71407109055466E-11,4.00242486740893E-10
CYFIP2|26999,3883.936479,-2.682708049,2.31423750324653E-16,8.53524420652435E-15
SEPT12|124404,0.86330004655272,-2.683276619,0.00134082919099493,0.00377400470817177
CEND1|51286,1669.384525,-2.684265728,1.12962946559678E-10,1.48936587572771E-09
EVPL|2125,5.628422424,-2.684815348,0.000660857663960239,0.00199706775499437
ZFP57|346171,24.92939394,-2.685024001,0.000871117595472596,0.00255870066987527
KRT81|3887,6.746238249,-2.686199449,0.000267254565262356,0.000884232128532689
RAB15|376267,1185.559438,-2.687787136,1.30317941722483E-15,4.15488062460325E-14
SLC2A13|114134,856.5064962,-2.688256939,5.09272109619157E-12,8.57185839654792E-11
CBX6|23466,1185.72493,-2.688471112,5.9731734938612E-15,1.70186918054784E-13
C8orf85|441376,6.317036533,-2.689666908,0.000721460559212566,0.00216326017824517
VAMP2|6844,7325.98241,-2.689834666,3.43083889023515E-21,2.64709805414983E-19
KLHL32|114792,361.2543515,-2.690081524,2.92676079356258E-06,1.533250650381E-05
FLJ42875|440556,69.2455775,-2.690273826,8.78181986912726E-08,6.37540689763231E-07
SLC25A22|79751,1701.018094,-2.691785771,1.35096312369297E-21,1.09952437522842E-19
GIPR|2696,11.03343371,-2.69234347,0.000112898958912757,0.000410114504419616
